800
68
31
95.0,678.0
51.0,713.0,173.0,715.0
173.0,715.0,178.0,775.0
178.0,775.0,517.0,773.0
517.0,773.0,510.0,721.0
238.0,678.0,437.0,677.0
326.0,676.0,304.0,723.0
399.0,772.0,365.0,714.0
437.0,677.0,445.0,713.0
142.0,625.0,225.0,562.0
225.0,562.0,465.0,572.0
465.0,572.0,532.0,635.0
510.0,721.0,697.0,717.0
51.0,713.0,50.0,612.0
225.0,562.0,267.0,620.0
267.0,620.0,309.0,567.0
299.0,676.0,346.0,619.0
346.0,619.0,393.0,676.0
697.0,717.0,694.0,468.0
566.0,625.0,584.0,587.0
584.0,587.0,626.0,594.0
626.0,594.0,638.0,632.0
638.0,632.0,615.0,664.0
615.0,664.0,579.0,659.0
579.0,659.0,566.0,625.0
675.0,555.0,605.0,530.0
532.0,635.0,525.0,462.0
543.0,378.0,558.0,378.0
558.0,378.0,577.0,397.0
577.0,397.0,579.0,418.0
579.0,418.0,567.0,436.0
567.0,436.0,539.0,437.0
539.0,437.0,521.0,418.0
521.0,418.0,522.0,393.0
522.0,393.0,543.0,378.0
535.0,294.0,603.0,424.0
603.0,424.0,662.0,305.0
525.0,462.0,414.0,404.0
662.0,305.0,535.0,294.0
641.0,300.0,647.0,262.0
605.0,212.0,551.0,214.0
583.0,211.0,594.0,239.0
50.0,612.0,551.0,214.0
414.0,404.0,225.0,562.0
535.0,294.0,449.0,372.0
449.0,372.0,428.0,349.0
238.0,678.0,232.0,705.0
142.0,625.0,90.0,624.0
605.0,530.0,657.0,487.0
657.0,487.0,675.0,555.0
697.0,381.0,724.0,424.0
724.0,424.0,694.0,468.0
603.0,424.0,568.0,495.0
568.0,495.0,671.0,427.0
671.0,427.0,603.0,424.0
271.0,435.0,287.0,456.0
238.0,678.0,142.0,625.0
568.0,495.0,527.0,524.0
365.0,714.0,338.0,771.0
304.0,723.0,282.0,680.0
232.0,705.0,260.0,680.0
270.0,775.0,247.0,743.0
247.0,743.0,178.0,775.0
510.0,721.0,453.0,770.0
605.0,212.0,687.0,170.0
698.0,267.0,697.0,381.0
698.0,267.0,719.0,210.0
719.0,210.0,712.0,179.0
712.0,179.0,687.0,170.0
173.0,715.0,238.0,678.0
245.0,774.0,287.0,677.0
338.0,772.0,326.0,676.0
435.0,773.0,393.0,676.0
517.0,773.0,437.0,677.0
142.0,625.0,532.0,635.0
529.0,550.0,697.0,717.0
529.0,550.0,694.0,468.0
699.0,551.0,675.0,555.0
525.0,462.0,603.0,424.0
522.0,393.0,414.0,404.0
414.0,404.0,449.0,372.0
662.0,305.0,707.0,300.0
704.0,355.0,636.0,364.0
647.0,262.0,605.0,212.0
594.0,239.0,641.0,300.0
647.0,262.0,726.0,125.0
535.0,294.0,512.0,249.0
532.0,635.0,550.0,720.0
354.0,459.0,306.0,407.0
332.0,386.0,378.0,436.0
142.0,625.0,173.0,715.0
671.0,427.0,724.0,424.0
603.0,424.0,697.0,381.0
232.0,705.0,243.0,742.0
608.0,467.0,637.0,506.0
671.0,427.0,694.0,468.0
632.0,453.0,694.0,468.0
326.0,676.0,365.0,714.0
605.0,530.0,568.0,495.0
605.0,530.0,526.0,529.0
