800
65
22
56.0,342.0
24.0,73.0,126.0,63.0
75.0,68.0,82.0,195.0
54.0,204.0,131.0,182.0
180.0,75.0,274.0,55.0
180.0,75.0,187.0,124.0
187.0,124.0,279.0,120.0
279.0,120.0,279.0,183.0
279.0,183.0,192.0,195.0
308.0,50.0,442.0,52.0
376.0,53.0,384.0,186.0
469.0,81.0,484.0,195.0
484.0,195.0,567.0,179.0
477.0,127.0,519.0,124.0
469.0,81.0,579.0,67.0
648.0,174.0,664.0,42.0
664.0,42.0,712.0,128.0
712.0,128.0,753.0,69.0
753.0,69.0,776.0,194.0
32.0,769.0,172.0,767.0
172.0,767.0,168.0,320.0
89.0,323.0,91.0,728.0
91.0,728.0,117.0,727.0
117.0,727.0,114.0,281.0
114.0,281.0,343.0,275.0
168.0,320.0,317.0,312.0
317.0,312.0,316.0,621.0
316.0,621.0,436.0,745.0
343.0,275.0,350.0,609.0
350.0,609.0,450.0,718.0
450.0,718.0,496.0,457.0
436.0,745.0,455.0,755.0
455.0,755.0,484.0,740.0
484.0,740.0,536.0,454.0
536.0,454.0,627.0,451.0
496.0,457.0,513.0,411.0
513.0,411.0,656.0,405.0
656.0,405.0,725.0,620.0
725.0,620.0,674.0,265.0
627.0,451.0,736.0,713.0
736.0,713.0,774.0,709.0
774.0,709.0,725.0,258.0
725.0,258.0,747.0,218.0
674.0,265.0,617.0,249.0
89.0,538.0,58.0,633.0
58.0,633.0,91.0,728.0
117.0,727.0,142.0,468.0
142.0,468.0,114.0,281.0
168.0,320.0,250.0,296.0
250.0,296.0,317.0,312.0
496.0,457.0,543.0,410.0
674.0,265.0,704.0,303.0
704.0,303.0,686.0,359.0
731.0,324.0,711.0,370.0
711.0,370.0,747.0,440.0
712.0,539.0,726.0,473.0
726.0,473.0,694.0,422.0
617.0,249.0,64.0,244.0
32.0,769.0,23.0,320.0
89.0,323.0,64.0,244.0
23.0,320.0,13.0,52.0
13.0,52.0,767.0,23.0
767.0,23.0,795.0,207.0
795.0,207.0,747.0,218.0
225.0,243.0,460.0,208.0
460.0,208.0,606.0,248.0
58.0,633.0,30.0,631.0
91.0,728.0,90.0,763.0
117.0,727.0,172.0,767.0
142.0,468.0,169.0,473.0
114.0,281.0,168.0,320.0
250.0,296.0,251.0,276.0
317.0,312.0,343.0,275.0
316.0,621.0,350.0,609.0
436.0,745.0,450.0,718.0
484.0,740.0,450.0,718.0
496.0,457.0,536.0,454.0
543.0,410.0,536.0,454.0
627.0,451.0,656.0,405.0
725.0,620.0,736.0,713.0
726.0,473.0,748.0,472.0
711.0,370.0,693.0,373.0
704.0,303.0,729.0,300.0
384.0,186.0,386.0,217.0
579.0,67.0,571.0,33.0
753.0,69.0,767.0,23.0
648.0,174.0,650.0,259.0
180.0,75.0,170.0,46.0
