800
73
23
357.0,433.0
55.0,294.0,128.0,633.0
128.0,633.0,323.0,741.0
323.0,741.0,661.0,701.0
661.0,701.0,741.0,435.0
741.0,435.0,608.0,162.0
608.0,162.0,248.0,116.0
248.0,116.0,135.0,244.0
135.0,244.0,55.0,294.0
187.0,315.0,134.0,419.0
134.0,419.0,255.0,511.0
255.0,511.0,304.0,434.0
304.0,434.0,187.0,315.0
235.0,262.0,282.0,172.0
282.0,172.0,536.0,326.0
536.0,326.0,502.0,523.0
502.0,523.0,439.0,396.0
439.0,396.0,321.0,394.0
321.0,394.0,288.0,272.0
288.0,272.0,235.0,262.0
412.0,443.0,484.0,672.0
484.0,672.0,294.0,681.0
294.0,681.0,381.0,622.0
381.0,622.0,311.0,576.0
311.0,576.0,356.0,543.0
356.0,543.0,329.0,479.0
329.0,479.0,412.0,443.0
616.0,443.0,581.0,659.0
581.0,659.0,632.0,667.0
632.0,667.0,708.0,433.0
708.0,433.0,633.0,350.0
633.0,350.0,616.0,443.0
551.0,412.0,585.0,479.0
585.0,479.0,537.0,538.0
537.0,538.0,556.0,657.0
556.0,657.0,512.0,662.0
512.0,662.0,515.0,562.0
515.0,562.0,554.0,475.0
554.0,475.0,551.0,412.0
532.0,222.0,577.0,401.0
577.0,401.0,641.0,273.0
641.0,273.0,532.0,222.0
608.0,162.0,612.0,221.0
612.0,221.0,654.0,262.0
608.0,162.0,458.0,193.0
458.0,193.0,388.0,165.0
388.0,165.0,367.0,199.0
367.0,199.0,248.0,116.0
248.0,116.0,187.0,315.0
134.0,419.0,156.0,524.0
156.0,524.0,96.0,415.0
96.0,415.0,187.0,315.0
187.0,315.0,135.0,244.0
159.0,589.0,213.0,561.0
213.0,561.0,267.0,569.0
267.0,569.0,286.0,637.0
286.0,637.0,271.0,681.0
271.0,681.0,190.0,647.0
190.0,647.0,159.0,589.0
187.0,521.0,181.0,486.0
181.0,486.0,230.0,525.0
230.0,525.0,168.0,551.0
168.0,551.0,187.0,521.0
458.0,193.0,483.0,240.0
483.0,240.0,518.0,181.0
367.0,199.0,458.0,193.0
323.0,741.0,394.0,704.0
394.0,704.0,499.0,719.0
413.0,677.0,475.0,693.0
475.0,693.0,484.0,672.0
512.0,662.0,561.0,691.0
561.0,691.0,556.0,657.0
537.0,715.0,599.0,691.0
599.0,691.0,650.0,704.0
329.0,479.0,277.0,475.0
264.0,394.0,309.0,349.0
255.0,511.0,332.0,561.0
279.0,612.0,381.0,622.0
189.0,567.0,186.0,545.0
222.0,662.0,219.0,683.0
348.0,724.0,341.0,679.0
454.0,690.0,456.0,708.0
459.0,590.0,511.0,590.0
541.0,506.0,512.0,483.0
549.0,588.0,589.0,590.0
644.0,632.0,674.0,647.0
678.0,539.0,704.0,549.0
697.0,466.0,731.0,474.0
597.0,367.0,622.0,392.0
528.0,377.0,567.0,372.0
491.0,295.0,542.0,270.0
431.0,261.0,468.0,217.0
321.0,191.0,331.0,178.0
259.0,215.0,223.0,201.0
201.0,501.0,214.0,483.0
430.0,490.0,471.0,470.0
606.0,665.0,599.0,691.0
