800
39
25
55.0,59.0
21.0,34.0,16.0,146.0
16.0,146.0,49.0,196.0
49.0,196.0,25.0,253.0
25.0,253.0,59.0,329.0
59.0,329.0,24.0,382.0
24.0,382.0,62.0,442.0
62.0,442.0,41.0,519.0
41.0,519.0,103.0,595.0
103.0,595.0,99.0,697.0
99.0,697.0,265.0,721.0
92.0,69.0,90.0,127.0
90.0,127.0,119.0,171.0
119.0,171.0,84.0,258.0
84.0,258.0,110.0,321.0
110.0,321.0,73.0,397.0
73.0,397.0,100.0,438.0
100.0,438.0,82.0,521.0
82.0,521.0,123.0,569.0
123.0,569.0,133.0,650.0
133.0,650.0,259.0,675.0
265.0,721.0,377.0,681.0
259.0,675.0,361.0,628.0
361.0,628.0,466.0,670.0
377.0,681.0,482.0,726.0
482.0,726.0,624.0,654.0
466.0,670.0,587.0,615.0
587.0,615.0,533.0,519.0
624.0,654.0,644.0,598.0
644.0,598.0,548.0,446.0
548.0,446.0,575.0,335.0
533.0,519.0,505.0,410.0
505.0,410.0,571.0,196.0
571.0,196.0,455.0,90.0
575.0,335.0,614.0,177.0
614.0,177.0,484.0,58.0
484.0,58.0,335.0,59.0
455.0,90.0,334.0,89.0
335.0,59.0,21.0,34.0
92.0,69.0,334.0,89.0
277.0,24.0,277.0,114.0
378.0,22.0,369.0,112.0
128.0,22.0,138.0,89.0
138.0,89.0,10.0,91.0
10.0,173.0,145.0,150.0
128.0,216.0,-20.0,217.0
14.0,283.0,112.0,272.0
121.0,355.0,9.0,385.0
9.0,385.0,9.0,385.0
39.0,463.0,138.0,452.0
140.0,531.0,47.0,572.0
66.0,683.0,194.0,583.0
244.0,632.0,229.0,764.0
315.0,593.0,380.0,738.0
438.0,631.0,491.0,770.0
517.0,595.0,691.0,584.0
496.0,377.0,580.0,457.0
495.0,531.0,644.0,503.0
506.0,618.0,573.0,714.0
518.0,317.0,596.0,367.0
545.0,210.0,630.0,146.0
518.0,188.0,587.0,126.0
459.0,130.0,534.0,69.0
527.0,255.0,628.0,284.0
202.0,20.0,200.0,94.0
