800
18
26
404.0,651.0
85.0,213.0,83.0,571.0
83.0,571.0,222.0,678.0
222.0,678.0,507.0,672.0
507.0,672.0,737.0,645.0
737.0,645.0,771.0,470.0
771.0,470.0,747.0,225.0
747.0,225.0,705.0,44.0
705.0,44.0,268.0,37.0
268.0,37.0,134.0,94.0
134.0,94.0,85.0,213.0
168.0,115.0,122.0,224.0
122.0,224.0,125.0,560.0
125.0,560.0,238.0,640.0
238.0,640.0,706.0,603.0
706.0,603.0,730.0,460.0
730.0,460.0,678.0,85.0
678.0,85.0,274.0,77.0
274.0,77.0,168.0,115.0
493.0,568.0,502.0,731.0
607.0,546.0,659.0,702.0
660.0,468.0,839.0,493.0
658.0,335.0,822.0,298.0
582.0,222.0,778.0,148.0
563.0,120.0,716.0,9.0
358.0,105.0,341.0,-4.0
208.0,207.0,35.0,188.0
40.0,421.0,186.0,408.0
197.0,709.0,260.0,587.0
484.0,151.0,534.0,-8.0
655.0,158.0,750.0,120.0
677.0,277.0,786.0,248.0
700.0,434.0,805.0,415.0
412.0,110.0,429.0,-1.0
182.0,34.0,262.0,153.0
17.0,320.0,176.0,319.0
57.0,614.0,185.0,532.0
657.0,511.0,794.0,664.0
223.0,568.0,126.0,685.0
349.0,588.0,347.0,724.0
277.0,712.0,303.0,575.0
35.0,496.0,182.0,479.0
656.0,108.0,744.0,38.0
134.0,94.0,202.0,146.0
312.0,101.0,261.0,8.0
